datetime,symbol,open,high,low,close,volume
2024-09-23 07:08:00,BINANCE:BTCUSD,63907.79,63917.22,63907.79,63917.22,0.01178
2024-09-23 07:09:00,BINANCE:BTCUSD,63927.48,63934.05,63927.48,63934.05,0.07515
2024-09-23 07:10:00,BINANCE:BTCUSD,63936.42,63960.72,63936.42,63960.72,0.02707
2024-09-23 07:11:00,BINANCE:BTCUSD,63953.64,63953.64,63953.64,63953.64,0.04535
2024-09-23 07:12:00,BINANCE:BTCUSD,63972.07,63972.07,63867.19,63867.19,0.00336
2024-09-23 07:14:00,BINANCE:BTCUSD,63823.01,63869.49,63823.01,63869.49,0.04215
2024-09-23 07:15:00,BINANCE:BTCUSD,63843.45,63848.17,63818.57,63818.57,0.02807
2024-09-23 07:16:00,BINANCE:BTCUSD,63877.49,63877.5,63858.65,63858.65,0.00242
2024-09-23 07:17:00,BINANCE:BTCUSD,63871.91,63873.69,63805.71,63805.71,0.04646
2024-09-23 07:19:00,BINANCE:BTCUSD,63858.02,63911.23,63858.02,63910.97,0.1052
2024-09-23 07:20:00,BINANCE:BTCUSD,63907.66,63936.93,63907.66,63936.93,0.01695
2024-09-23 07:21:00,BINANCE:BTCUSD,63940.33,63942.67,63927.62,63927.62,0.02471
2024-09-23 07:23:00,BINANCE:BTCUSD,63824.54,63824.54,63824.54,63824.54,0.00105
2024-09-23 07:24:00,BINANCE:BTCUSD,63831.77,63831.77,63831.77,63831.77,0.0015
2024-09-23 07:25:00,BINANCE:BTCUSD,63814.26,63814.26,63801.17,63801.17,0.00835
2024-09-23 07:26:00,BINANCE:BTCUSD,63776.74,63784.99,63776.74,63784.99,0.03112
2024-09-23 07:27:00,BINANCE:BTCUSD,63779.63,63813.06,63771.73,63813.06,0.03054
2024-09-23 07:28:00,BINANCE:BTCUSD,63817.83,63817.83,63817.83,63817.83,0.00035
2024-09-23 07:29:00,BINANCE:BTCUSD,63841.53,63841.53,63841.53,63841.53,0.02014
2024-09-23 07:30:00,BINANCE:BTCUSD,63835.09,63835.09,63830.22,63830.22,0.00302
2024-09-23 07:32:00,BINANCE:BTCUSD,63766.3,63766.3,63719.54,63719.54,0.00351
2024-09-23 07:33:00,BINANCE:BTCUSD,63735.57,63735.57,63719.18,63719.18,0.00217
2024-09-23 07:34:00,BINANCE:BTCUSD,63768.39,63768.39,63768.39,63768.39,0.02059
2024-09-23 07:35:00,BINANCE:BTCUSD,63746.73,63746.73,63746.44,63746.44,0.00504
2024-09-23 07:36:00,BINANCE:BTCUSD,63716.03,63716.03,63714.61,63714.62,0.01919
2024-09-23 07:37:00,BINANCE:BTCUSD,63809.46,63809.46,63809.45,63809.45,0.01751
2024-09-23 07:38:00,BINANCE:BTCUSD,63806.78,63806.78,63806.78,63806.78,0.00174
2024-09-23 07:39:00,BINANCE:BTCUSD,63793.49,63798.94,63793.49,63798.94,0.0047
2024-09-23 07:40:00,BINANCE:BTCUSD,63810.99,63810.99,63804.7,63804.7,0.05748
2024-09-23 07:41:00,BINANCE:BTCUSD,63817.68,63817.68,63817.68,63817.68,0.00112
2024-09-23 07:42:00,BINANCE:BTCUSD,63856.32,63859.49,63856.32,63859.49,0.0223
2024-09-23 07:43:00,BINANCE:BTCUSD,63855.52,63855.52,63855.52,63855.52,0.00017
2024-09-23 07:44:00,BINANCE:BTCUSD,63861.75,63889.86,63834.06,63834.06,0.06066
2024-09-23 07:45:00,BINANCE:BTCUSD,63836.97,63837.12,63836.97,63837.12,0.00112
2024-09-23 07:47:00,BINANCE:BTCUSD,63763.16,63775.15,63759.72,63775.15,0.04258
2024-09-23 07:48:00,BINANCE:BTCUSD,63755.34,63764.88,63721.26,63721.26,0.07558
2024-09-23 07:49:00,BINANCE:BTCUSD,63708.58,63752.94,63708.58,63751.23,0.02997
2024-09-23 07:50:00,BINANCE:BTCUSD,63739.7,63756.81,63739.43,63756.79,0.02416
2024-09-23 07:51:00,BINANCE:BTCUSD,63732.92,63733.61,63676.78,63676.78,0.00571
2024-09-23 07:52:00,BINANCE:BTCUSD,63709.05,63709.17,63709.05,63709.17,0.00474
2024-09-23 07:53:00,BINANCE:BTCUSD,63732.12,63751.1,63730.0,63730.0,0.00373
2024-09-23 07:54:00,BINANCE:BTCUSD,63696.56,63696.56,63696.56,63696.56,0.00076
2024-09-23 07:55:00,BINANCE:BTCUSD,63703.33,63738.77,63703.33,63738.76,0.07102
2024-09-23 07:56:00,BINANCE:BTCUSD,63735.27,63753.65,63735.27,63740.67,0.04095
2024-09-23 07:57:00,BINANCE:BTCUSD,63722.44,63722.44,63722.44,63722.44,0.00035
2024-09-23 07:58:00,BINANCE:BTCUSD,63726.02,63726.02,63726.02,63726.02,0.00094
2024-09-23 07:59:00,BINANCE:BTCUSD,63725.44,63747.41,63725.44,63747.41,0.02444
2024-09-23 08:00:00,BINANCE:BTCUSD,63753.12,63753.65,63748.56,63753.65,0.21583
2024-09-23 08:02:00,BINANCE:BTCUSD,63772.54,63792.77,63772.54,63792.77,0.00099
2024-09-23 08:03:00,BINANCE:BTCUSD,63797.29,63808.22,63797.29,63808.22,0.19764
2024-09-23 08:06:00,BINANCE:BTCUSD,63820.02,63834.06,63814.93,63834.06,0.03615
2024-09-23 08:07:00,BINANCE:BTCUSD,63826.6,63847.33,63826.6,63847.33,0.00495
2024-09-23 08:08:00,BINANCE:BTCUSD,63887.56,63934.93,63887.56,63931.54,0.03847
2024-09-23 08:09:00,BINANCE:BTCUSD,63919.3,63919.3,63917.69,63917.69,0.00866
2024-09-23 08:10:00,BINANCE:BTCUSD,63910.63,63910.63,63897.85,63897.85,0.03863
2024-09-23 08:11:00,BINANCE:BTCUSD,63828.08,63843.05,63828.08,63843.05,0.0597
2024-09-23 08:14:00,BINANCE:BTCUSD,63829.36,63829.36,63810.31,63810.31,0.03212
2024-09-23 08:15:00,BINANCE:BTCUSD,63830.79,63836.63,63830.78,63836.53,0.01361
2024-09-23 08:17:00,BINANCE:BTCUSD,63848.46,63848.46,63848.46,63848.46,0.00261
2024-09-23 08:20:00,BINANCE:BTCUSD,63821.28,63821.28,63821.28,63821.28,0.00015
2024-09-23 08:22:00,BINANCE:BTCUSD,63858.54,63858.54,63858.54,63858.54,0.00017
2024-09-23 08:24:00,BINANCE:BTCUSD,63875.77,63875.77,63875.77,63875.77,0.0001
2024-09-23 08:25:00,BINANCE:BTCUSD,63911.91,63939.45,63911.91,63939.45,0.0034
2024-09-23 08:27:00,BINANCE:BTCUSD,63917.59,63917.59,63917.59,63917.59,0.00318
2024-09-23 08:28:00,BINANCE:BTCUSD,63936.02,63980.32,63936.02,63980.32,0.0212
2024-09-23 08:29:00,BINANCE:BTCUSD,63977.42,63977.42,63942.94,63942.94,0.01797
2024-09-23 08:30:00,BINANCE:BTCUSD,63968.55,63968.55,63945.07,63945.07,0.0419
2024-09-23 08:31:00,BINANCE:BTCUSD,63949.86,63998.79,63949.86,63998.79,0.01247
2024-09-23 08:32:00,BINANCE:BTCUSD,63965.91,63996.57,63965.91,63996.56,0.01131
2024-09-23 08:34:00,BINANCE:BTCUSD,63980.25,63980.25,63980.25,63980.25,0.03517
2024-09-23 08:35:00,BINANCE:BTCUSD,63994.58,63994.58,63994.58,63994.58,0.00059
2024-09-23 08:36:00,BINANCE:BTCUSD,63995.15,63995.15,63991.2,63991.2,0.02087
2024-09-23 08:37:00,BINANCE:BTCUSD,64000.25,64005.4,64000.25,64005.4,0.0014
2024-09-23 08:38:00,BINANCE:BTCUSD,64004.57,64084.42,63999.71,64084.42,0.41509
2024-09-23 08:39:00,BINANCE:BTCUSD,64088.89,64200.43,64088.89,64155.73,0.73
2024-09-23 08:40:00,BINANCE:BTCUSD,64194.65,64388.76,64194.65,64359.57,2.52772
2024-09-23 08:41:00,BINANCE:BTCUSD,64325.72,64412.82,64309.76,64351.46,0.27111
2024-09-23 08:42:00,BINANCE:BTCUSD,64354.92,64372.56,64176.43,64240.4,0.32198
2024-09-23 08:43:00,BINANCE:BTCUSD,64283.22,64339.93,64283.22,64330.95,0.04304
2024-09-23 08:44:00,BINANCE:BTCUSD,64324.27,64324.27,64280.26,64289.38,0.02889
2024-09-23 08:45:00,BINANCE:BTCUSD,64324.83,64389.18,64267.21,64389.18,0.1151
2024-09-23 08:46:00,BINANCE:BTCUSD,64384.48,64390.61,64343.76,64343.76,0.10437
2024-09-23 08:47:00,BINANCE:BTCUSD,64357.88,64483.91,64350.27,64460.95,0.93148
2024-09-23 08:48:00,BINANCE:BTCUSD,64460.81,64467.69,64428.2,64428.2,0.02538
2024-09-23 08:49:00,BINANCE:BTCUSD,64423.65,64427.23,64400.02,64400.02,0.06648
2024-09-23 08:50:00,BINANCE:BTCUSD,64460.37,64490.25,64417.43,64490.24,0.06215
2024-09-23 08:51:00,BINANCE:BTCUSD,64478.77,64515.68,64478.77,64503.26,0.2764
2024-09-23 08:52:00,BINANCE:BTCUSD,64516.82,64575.47,64465.7,64483.59,1.23188
2024-09-23 08:53:00,BINANCE:BTCUSD,64544.65,64555.9,64528.77,64528.77,0.06631
2024-09-23 08:54:00,BINANCE:BTCUSD,64553.99,64569.98,64523.0,64569.97,0.0772
2024-09-23 08:55:00,BINANCE:BTCUSD,64585.47,64609.33,64572.81,64609.33,0.3444
2024-09-23 08:56:00,BINANCE:BTCUSD,64602.5,64694.15,64568.43,64676.58,1.45881
2024-09-23 08:57:00,BINANCE:BTCUSD,64696.68,64712.21,64647.8,64686.39,0.43365
2024-09-23 08:58:00,BINANCE:BTCUSD,64710.39,64710.39,64630.0,64639.34,0.1249
2024-09-23 08:59:00,BINANCE:BTCUSD,64637.07,64645.52,64617.6,64617.6,0.05394
2024-09-23 09:00:00,BINANCE:BTCUSD,64650.5,64706.06,64632.84,64655.84,0.45708
2024-09-23 09:01:00,BINANCE:BTCUSD,64623.21,64623.21,64573.27,64574.44,0.56168
2024-09-23 09:02:00,BINANCE:BTCUSD,64567.57,64606.43,64395.56,64480.93,2.84028
2024-09-23 09:03:00,BINANCE:BTCUSD,64503.06,64529.86,64340.15,64439.78,0.67721
2024-09-23 09:04:00,BINANCE:BTCUSD,64422.87,64514.68,64384.21,64474.42,1.65454
2024-09-23 09:05:00,BINANCE:BTCUSD,64491.83,64527.92,64364.75,64373.81,1.21969
2024-09-23 09:06:00,BINANCE:BTCUSD,64358.41,64460.81,64336.12,64438.18,2.4306
2024-09-23 09:07:00,BINANCE:BTCUSD,64427.95,64441.75,64427.95,64441.75,0.02473
2024-09-23 09:08:00,BINANCE:BTCUSD,64443.49,64470.89,64425.86,64438.75,0.19616
2024-09-23 09:09:00,BINANCE:BTCUSD,64446.49,64467.49,64433.89,64446.74,0.48776
2024-09-23 09:10:00,BINANCE:BTCUSD,64443.51,64478.58,64443.51,64478.58,0.20795
2024-09-23 09:11:00,BINANCE:BTCUSD,64448.43,64475.12,64441.53,64473.93,0.13246
2024-09-23 09:13:00,BINANCE:BTCUSD,64465.61,64475.17,64465.61,64475.17,0.01651
2024-09-23 09:14:00,BINANCE:BTCUSD,64454.37,64454.37,64454.37,64454.37,0.00011
2024-09-23 09:15:00,BINANCE:BTCUSD,64480.97,64480.97,64402.76,64402.76,0.04967
2024-09-23 09:16:00,BINANCE:BTCUSD,64391.22,64391.22,64323.59,64336.54,0.13165
2024-09-23 09:17:00,BINANCE:BTCUSD,64322.32,64332.59,64303.62,64303.62,0.21223
2024-09-23 09:18:00,BINANCE:BTCUSD,64385.44,64389.65,64356.56,64356.56,0.52191
2024-09-23 09:19:00,BINANCE:BTCUSD,64376.27,64376.27,64376.27,64376.27,0.12
2024-09-23 09:20:00,BINANCE:BTCUSD,64378.14,64378.14,64367.3,64367.3,0.1744
2024-09-23 09:21:00,BINANCE:BTCUSD,64416.71,64416.72,64406.52,64406.52,0.00352
2024-09-23 09:22:00,BINANCE:BTCUSD,64372.69,64393.88,64372.69,64393.88,0.07386
2024-09-23 09:23:00,BINANCE:BTCUSD,64406.47,64406.47,64406.04,64406.04,0.00675
2024-09-23 09:24:00,BINANCE:BTCUSD,64360.5,64360.5,64348.27,64350.15,0.25624
2024-09-23 09:25:00,BINANCE:BTCUSD,64300.54,64316.8,64300.54,64316.8,0.03054
2024-09-23 09:26:00,BINANCE:BTCUSD,64317.73,64317.73,64317.73,64317.73,0.00372
2024-09-23 09:27:00,BINANCE:BTCUSD,64327.43,64327.43,64292.73,64292.73,0.00103
2024-09-23 09:28:00,BINANCE:BTCUSD,64306.92,64306.92,64306.92,64306.92,0.10032
2024-09-23 09:29:00,BINANCE:BTCUSD,64306.39,64306.41,64306.39,64306.41,0.00293
2024-09-23 09:30:00,BINANCE:BTCUSD,64344.05,64364.53,64344.05,64364.53,0.22786
2024-09-23 09:31:00,BINANCE:BTCUSD,64366.75,64416.79,64331.96,64416.79,0.05814
2024-09-23 09:32:00,BINANCE:BTCUSD,64437.47,64437.49,64365.56,64377.71,0.09491
2024-09-23 09:33:00,BINANCE:BTCUSD,64429.7,64429.7,64418.5,64418.5,0.00186
2024-09-23 09:34:00,BINANCE:BTCUSD,64431.41,64431.41,64427.67,64427.67,0.03328
2024-09-23 09:35:00,BINANCE:BTCUSD,64421.11,64421.53,64421.11,64421.53,0.00235
2024-09-23 09:36:00,BINANCE:BTCUSD,64377.12,64377.12,64347.85,64347.85,0.01044
2024-09-23 09:38:00,BINANCE:BTCUSD,64377.11,64377.12,64363.77,64363.77,0.00602
2024-09-23 09:39:00,BINANCE:BTCUSD,64399.1,64405.82,64391.19,64391.19,0.0024
2024-09-23 09:40:00,BINANCE:BTCUSD,64361.76,64373.26,64354.73,64359.2,0.05782
2024-09-23 09:41:00,BINANCE:BTCUSD,64349.34,64349.73,64349.34,64349.73,0.00459
2024-09-23 09:42:00,BINANCE:BTCUSD,64354.99,64388.21,64354.99,64362.03,0.03052
2024-09-23 09:43:00,BINANCE:BTCUSD,64350.36,64355.4,64348.06,64348.34,0.01795
2024-09-23 09:44:00,BINANCE:BTCUSD,64346.33,64346.33,64309.63,64309.63,0.00616
2024-09-23 09:45:00,BINANCE:BTCUSD,64309.05,64316.4,64306.07,64306.07,0.01525
2024-09-23 09:46:00,BINANCE:BTCUSD,64288.32,64288.32,64262.22,64266.17,0.03966
2024-09-23 09:47:00,BINANCE:BTCUSD,64279.33,64284.32,64252.18,64264.93,0.08639
2024-09-23 09:48:00,BINANCE:BTCUSD,64284.09,64284.09,64228.87,64235.57,0.13383
2024-09-23 09:49:00,BINANCE:BTCUSD,64219.14,64220.28,64170.31,64170.31,0.02021
2024-09-23 09:50:00,BINANCE:BTCUSD,64178.24,64193.68,64178.24,64193.68,0.01523
2024-09-23 09:51:00,BINANCE:BTCUSD,64201.94,64227.64,64175.69,64175.69,0.16096
2024-09-23 09:52:00,BINANCE:BTCUSD,64168.8,64168.8,64138.64,64138.64,0.05098
2024-09-23 09:53:00,BINANCE:BTCUSD,64132.04,64132.04,64042.96,64042.96,0.35824
2024-09-23 09:54:00,BINANCE:BTCUSD,64078.29,64078.29,64018.92,64018.92,0.06674
2024-09-23 09:55:00,BINANCE:BTCUSD,63990.0,64029.81,63985.82,63985.93,0.02983
2024-09-23 09:56:00,BINANCE:BTCUSD,63998.07,64030.5,63998.07,64030.49,0.00427
2024-09-23 09:57:00,BINANCE:BTCUSD,64029.92,64029.92,63973.94,63978.33,0.06133
2024-09-23 09:58:00,BINANCE:BTCUSD,63986.49,63986.49,63986.49,63986.49,0.00086
2024-09-23 09:59:00,BINANCE:BTCUSD,63990.99,63990.99,63890.35,63919.14,0.01952
2024-09-23 10:00:00,BINANCE:BTCUSD,63905.91,63993.82,63905.91,63993.82,0.01402
2024-09-23 10:01:00,BINANCE:BTCUSD,63986.98,63991.05,63945.19,63945.19,0.00488
2024-09-23 10:02:00,BINANCE:BTCUSD,63938.93,63946.44,63888.34,63888.34,0.04143
2024-09-23 10:03:00,BINANCE:BTCUSD,63885.67,63885.67,63861.13,63869.29,0.03894
2024-09-23 10:04:00,BINANCE:BTCUSD,63856.95,63856.95,63789.99,63808.07,0.19283
2024-09-23 10:05:00,BINANCE:BTCUSD,63808.67,63856.59,63808.67,63826.39,0.07329
2024-09-23 10:06:00,BINANCE:BTCUSD,63858.87,63898.33,63858.87,63879.0,0.06359
2024-09-23 10:07:00,BINANCE:BTCUSD,63876.27,63876.27,63842.56,63843.55,0.04312
2024-09-23 10:08:00,BINANCE:BTCUSD,63886.25,63920.79,63879.99,63920.79,0.09004
2024-09-23 10:09:00,BINANCE:BTCUSD,63900.23,63941.64,63900.23,63933.33,0.05967
2024-09-23 10:10:00,BINANCE:BTCUSD,63875.31,63888.7,63853.73,63888.7,0.07913
2024-09-23 10:11:00,BINANCE:BTCUSD,63888.01,63919.96,63888.01,63919.96,0.02696
2024-09-23 10:12:00,BINANCE:BTCUSD,63898.18,63898.18,63871.58,63892.99,0.05184
2024-09-23 10:13:00,BINANCE:BTCUSD,63860.1,63862.0,63860.09,63862.0,0.00318
2024-09-23 10:14:00,BINANCE:BTCUSD,63855.58,63857.36,63847.24,63847.24,0.01055
2024-09-23 10:15:00,BINANCE:BTCUSD,63885.69,63885.69,63885.69,63885.69,0.00206
2024-09-23 10:16:00,BINANCE:BTCUSD,63876.86,63880.11,63846.94,63846.94,0.14656
2024-09-23 10:17:00,BINANCE:BTCUSD,63828.54,63828.54,63803.53,63823.76,0.04127
2024-09-23 10:18:00,BINANCE:BTCUSD,63780.64,63822.59,63780.64,63822.59,0.00154
2024-09-23 10:19:00,BINANCE:BTCUSD,63841.8,63841.8,63821.97,63821.97,0.0048
2024-09-23 10:20:00,BINANCE:BTCUSD,63858.22,63858.22,63844.27,63844.29,0.00172
2024-09-23 10:21:00,BINANCE:BTCUSD,63859.65,63875.26,63859.65,63875.26,0.00101
2024-09-23 10:24:00,BINANCE:BTCUSD,63854.27,63864.79,63854.27,63864.79,0.00172
2024-09-23 10:25:00,BINANCE:BTCUSD,63867.08,63914.14,63867.08,63914.14,0.41621
2024-09-23 10:26:00,BINANCE:BTCUSD,63885.15,63904.55,63885.15,63904.55,0.08463
2024-09-23 10:27:00,BINANCE:BTCUSD,63910.06,63910.06,63910.06,63910.06,0.00094
2024-09-23 10:28:00,BINANCE:BTCUSD,63915.57,63915.57,63915.57,63915.57,0.00011
2024-09-23 10:29:00,BINANCE:BTCUSD,63915.01,63915.01,63894.93,63894.93,0.00273
2024-09-23 10:30:00,BINANCE:BTCUSD,63895.24,63915.11,63895.24,63915.11,0.04131
2024-09-23 10:32:00,BINANCE:BTCUSD,63918.73,63921.68,63907.05,63921.22,0.06916
2024-09-23 10:33:00,BINANCE:BTCUSD,63898.04,63898.04,63872.44,63872.44,0.04277
2024-09-23 10:34:00,BINANCE:BTCUSD,63864.01,63864.02,63864.01,63864.02,0.00139
2024-09-23 10:35:00,BINANCE:BTCUSD,63858.77,63858.77,63858.76,63858.76,0.00273
2024-09-23 10:36:00,BINANCE:BTCUSD,63890.21,63890.21,63890.21,63890.21,0.00271
2024-09-23 10:37:00,BINANCE:BTCUSD,63880.05,63885.68,63879.91,63885.68,0.02248
2024-09-23 10:38:00,BINANCE:BTCUSD,63886.94,63886.94,63863.39,63863.39,0.01076
2024-09-23 10:39:00,BINANCE:BTCUSD,63872.18,63874.51,63872.18,63872.52,0.00494
2024-09-23 10:40:00,BINANCE:BTCUSD,63860.95,63867.9,63669.69,63669.69,1.0314
2024-09-23 10:41:00,BINANCE:BTCUSD,63666.39,63740.95,63666.39,63740.94,0.07027
2024-09-23 10:42:00,BINANCE:BTCUSD,63736.06,63758.29,63734.27,63741.96,0.03798
2024-09-23 10:43:00,BINANCE:BTCUSD,63732.18,63732.18,63695.27,63695.27,0.07173
2024-09-23 10:45:00,BINANCE:BTCUSD,63671.74,63712.82,63671.74,63712.82,0.02534
2024-09-23 10:46:00,BINANCE:BTCUSD,63718.55,63718.55,63718.55,63718.55,0.00021
2024-09-23 10:47:00,BINANCE:BTCUSD,63713.06,63713.06,63713.05,63713.05,0.005
2024-09-23 10:48:00,BINANCE:BTCUSD,63720.79,63751.32,63720.79,63751.32,0.17162
2024-09-23 10:49:00,BINANCE:BTCUSD,63738.48,63738.48,63720.2,63728.03,0.01546
2024-09-23 10:50:00,BINANCE:BTCUSD,63728.72,63790.2,63728.72,63783.38,0.06067
2024-09-23 10:51:00,BINANCE:BTCUSD,63782.36,63799.3,63781.56,63799.3,0.16394
2024-09-23 10:52:00,BINANCE:BTCUSD,63781.79,63785.97,63780.19,63785.97,0.02748
2024-09-23 10:54:00,BINANCE:BTCUSD,63790.76,63811.52,63790.76,63811.52,0.01931
2024-09-23 10:55:00,BINANCE:BTCUSD,63792.08,63806.05,63792.08,63806.05,0.00507
2024-09-23 10:56:00,BINANCE:BTCUSD,63780.69,63801.38,63780.69,63791.07,0.12929
2024-09-23 10:57:00,BINANCE:BTCUSD,63784.31,63784.31,63784.31,63784.31,0.00328
2024-09-23 10:58:00,BINANCE:BTCUSD,63760.5,63760.5,63760.5,63760.5,0.00461
2024-09-23 10:59:00,BINANCE:BTCUSD,63756.76,63762.79,63755.63,63762.79,0.00782
2024-09-23 11:00:00,BINANCE:BTCUSD,63770.08,63771.63,63767.32,63767.32,0.00428
2024-09-23 11:01:00,BINANCE:BTCUSD,63769.61,63771.76,63769.61,63771.76,0.01482
2024-09-23 11:02:00,BINANCE:BTCUSD,63782.78,63782.78,63782.78,63782.78,0.00466
2024-09-23 11:03:00,BINANCE:BTCUSD,63780.02,63780.99,63773.02,63777.35,0.34934
2024-09-23 11:04:00,BINANCE:BTCUSD,63781.4,63809.22,63781.4,63809.21,0.0117
2024-09-23 11:05:00,BINANCE:BTCUSD,63849.85,63865.67,63849.85,63865.67,0.01037
2024-09-23 11:06:00,BINANCE:BTCUSD,63842.49,63861.51,63842.49,63861.51,0.00478
2024-09-23 11:07:00,BINANCE:BTCUSD,63865.65,63869.04,63846.28,63846.39,0.05129
2024-09-23 11:08:00,BINANCE:BTCUSD,63843.03,63843.03,63843.03,63843.03,0.00087
2024-09-23 11:09:00,BINANCE:BTCUSD,63841.18,63841.18,63813.68,63813.68,0.05846
2024-09-23 11:10:00,BINANCE:BTCUSD,63841.25,63841.25,63823.62,63834.64,0.19208
2024-09-23 11:11:00,BINANCE:BTCUSD,63854.32,63854.34,63835.22,63849.31,0.06815
2024-09-23 11:12:00,BINANCE:BTCUSD,63861.49,63867.85,63859.52,63859.54,0.0146
2024-09-23 11:13:00,BINANCE:BTCUSD,63865.72,63871.74,63836.95,63871.74,0.05496
2024-09-23 11:14:00,BINANCE:BTCUSD,63871.19,63883.65,63853.53,63853.53,0.05891
2024-09-23 11:15:00,BINANCE:BTCUSD,63860.4,63895.54,63860.4,63895.54,0.02039
2024-09-23 11:16:00,BINANCE:BTCUSD,63848.93,63848.93,63848.93,63848.93,0.00104
2024-09-23 11:17:00,BINANCE:BTCUSD,63833.66,63833.67,63817.18,63817.18,0.0342
2024-09-23 11:18:00,BINANCE:BTCUSD,63812.85,63816.43,63812.85,63816.43,0.02105
2024-09-23 11:19:00,BINANCE:BTCUSD,63830.31,63830.31,63821.4,63821.4,0.01699
2024-09-23 11:20:00,BINANCE:BTCUSD,63830.22,63830.22,63824.72,63824.72,0.00562
2024-09-23 11:21:00,BINANCE:BTCUSD,63809.3,63831.11,63795.51,63831.11,0.10345
